S no,AICTE Id,Institute Name,State,District,Institute Type,Program,University/Board,Level,Name of the Course,Approved Intake,Seats for NRI Quota
91,1-9318091589,KONERU LAKSHMAIAH EDUCATION FOUNDATION,Andhra Pradesh,GUNTUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Koneru Lakshmaiah Education Foundation, Guntur Distt.",POST GRADUATE,INTERNET OF THINGS,18,1
92,1-9318091589,KONERU LAKSHMAIAH EDUCATION FOUNDATION,Andhra Pradesh,GUNTUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Koneru Lakshmaiah Education Foundation, Guntur Distt.",POST GRADUATE,ROBOTICS AND AUTOMATION,18,1
93,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,MECHANICAL ENGINEERING,240,12
94,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,240,12
95,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,180,9
96,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,300,15
97,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,INFORMATION TECHNOLOGY,180,9
98,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",POST GRADUATE,CAD CAM,18,1
99,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",POST GRADUATE,STRUCTURAL ENGINEERING,18,1
100,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",POST GRADUATE,COMMUNICATION SYSTEMS,18,1
101,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",POST GRADUATE,COMPUTER SCIENCE AND TECHNOLOGY,18,1
102,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",POST GRADUATE,INFORMATION TECHNOLOGY,18,1
103,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",POST GRADUATE,POWER SYSTEMS AND AUTOMATION,18,1
104,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,CIVIL ENGINEERING,240,12
105,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,9
106,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,3
107,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,60,3
108,1-9322018878,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,COMPUTER SCIENCE AND DESIGN,60,3
109,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",DIPLOMA,CIVIL ENGINEERING,60,3
110,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
111,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,CIVIL ENGINEERING,120,6
112,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,COMPUTER APPLICATIONS,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,48,2
113,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,19,1
114,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,6
115,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30,2
116,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,ELECTRICAL ENGINEERING,60,3
117,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,STRUCTURAL ENGINEERING,30,2
118,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,POWER SYSTEM AND CONTROL,30,2
119,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",DIPLOMA,ELECTRICAL ENGINEERING,120,6
120,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",DIPLOMA,MECHANICAL ENGINEERING,120,6
121,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,MANAGEMENT,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,MBA,120,6
122,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,MECHANICAL ENGINEERING PRODUCTION,30,2
123,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,60,3
124,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",POST GRADUATE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,30,2
125,1-9322787140,RSR RUNGTA COLLEGE OF ENGINEERING TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",DIPLOMA,ARTIFICIAL INTELLIGENCE AI AND MACHINE LEARNING,60,3
126,1-9318802442,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,Delhi,SOUTH WEST DELHI,Government,ENGINEERING AND TECHNOLOGY,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE,60,3
127,1-9318802442,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,Delhi,SOUTH WEST DELHI,Government,ENGINEERING AND TECHNOLOGY,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,UNDER GRADUATE,MATHEMATICS AND COMPUTING,60,3
128,1-9318802442,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,Delhi,SOUTH WEST DELHI,Government,ENGINEERING AND TECHNOLOGY,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,120,6
129,1-9318802442,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,Delhi,SOUTH WEST DELHI,Government,ENGINEERING AND TECHNOLOGY,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE,60,3
130,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,CIVIL ENGINEERING,60,3
131,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
132,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
133,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,ELECTRONICS TELE-COMMUNICATION ENGINEERING,60,3
134,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,COMPUTER ENGINEERING,60,3
135,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
136,1-9351222301,GOA COLLEGE OF ENGINEERING GOVERNMENT OF GOA,Goa,NORTH GOA,Government,ENGINEERING AND TECHNOLOGY,"Goa University, Goa",UNDER GRADUATE,MINING ENGINEERING,60,3
137,1-9317890711,INSTITUTE OF RURAL MANAGEMENT ANAND,Gujarat,ANAND,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDMRURAL MANAGEMENT,240,12
138,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
139,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
140,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),UNDER GRADUATE,ELECTRICAL ENGINEERING,60,3
141,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),UNDER GRADUATE,CIVIL ENGINEERING,60,3
142,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
143,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),DIPLOMA,ARTIFICIAL INTELLIGENCE AI AND MACHINE LEARNING,60,3
144,1-9318844140,KRISHNA SCHOOL OF EMERGING TECHNOLOGY AND APPLIED RESEARCH,Gujarat,VADODARA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Drs. Kiran and Pallavi Patel Global University (KPGU),DIPLOMA,CLOUD COMPUTING AND BIG DATA,30,2
145,1-9321011828,KRISHNA SCHOOL OF PHARMACY RESEARCH,Gujarat,VADODARA,Private-Self Financing,PHARMACY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,PHARMACY,100,5
146,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,COMPUTER APPLICATIONS,"Gujarat Technological University, Ahmedabad",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,30,2
147,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,MECHANICALI.C. ENGINE AUTOMOBILE ENGINEERING,18,1
148,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,CRYOGENIC ENGINEERING,15,1
149,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,MECHANICAL ENGINEERING,240,12
150,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,AUTOMOBILE ENGINEERING,60,3
151,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,ENVIRONMENTAL ENGINEERING,60,3
152,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,ENVIRONMENTAL MANAGEMENT,18,1
153,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGINEERING,240,12
154,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,CIVIL ENGINEERING,240,12
155,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,CIVILWATER RESOURCE ENGINEERING,25,1
156,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,CIVIL ENGINEERING TRANSPORTATION ENGINEERING,18,1
157,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,ELECTRONICS COMMUNICATIONCOMMUNICATION SYSTEM ENGINEERING,36,2
158,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,COMPUTER ENGINEERINGSOFTWARE ENGINEERING,18,1
159,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,COMPUTER ENGINEERING,120,6
160,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,INFORMATION TECHNOLOGY,120,6
161,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,3
162,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,INSTRUMENTATION CONTROL,60,3
163,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,APPLIED INSTRUMENTATION,18,1
164,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,CIVILSTRUCTURAL ENGINEERING,25,1
165,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,INFORMATION TECHNOLOGY,18,1
166,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,TEXTILE TECHNOLOGY,60,3
167,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,TEXTILE ENGINEERING,18,1
168,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,RUBBER TECHNOLOGY,30,2
169,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,PLASTICS TECHNOLOGY,30,2
170,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
171,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,COMPUTER AIDED PROCESS DESIGN,18,1
172,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,ELECTRICAL ENGINEERING,36,2
173,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",UNDER GRADUATE,ELECTRICAL ENGINEERING,240,12
174,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,GEOTECHNICAL ENGINEERING,18,1
175,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,RUBBER TECHNOLOGY,18,1
176,1-9317876920,L. D. COLLEGE OF ENGINEERING,Gujarat,AHMEDABAD,Government,ENGINEERING AND TECHNOLOGY,"Gujarat Technological University, Ahmedabad",POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,1
177,1-9318299394,SCHOOL OF PETROLEUM TECHNOLOGY,Gujarat,GANDHINAGAR,State Private University,ENGINEERING AND TECHNOLOGY,"Pandit Deendayal Petroleum University, Gujarat",UNDER GRADUATE,PETROCHEMICAL ENGINEERING,60,3
178,1-9318299394,SCHOOL OF PETROLEUM TECHNOLOGY,Gujarat,GANDHINAGAR,State Private University,ENGINEERING AND TECHNOLOGY,"Pandit Deendayal Petroleum University, Gujarat",POST GRADUATE,GEOTECHNICAL AND GEOENVIRONMENTAL ENERGY,18,1
179,1-9321350160,MANAGEMENT DEVELOPMENT INSTITUTE,Haryana,GURGAON,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDMHUMAN RESOURCE MANAGEMENT,120,6
180,1-9321350160,MANAGEMENT DEVELOPMENT INSTITUTE,Haryana,GURGAON,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDM,300,15
181,1-9321350160,MANAGEMENT DEVELOPMENT INSTITUTE,Haryana,GURGAON,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDMINTERNATIONAL BUSINESS,120,6
182,1-9321350160,MANAGEMENT DEVELOPMENT INSTITUTE,Haryana,GURGAON,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT BUSINESS MANAGEMENT,60,3
183,1-9327097160,SHRI VISHWAKARMA SKILL UNIVERSITY,Haryana,PALWAL,State Government University,ENGINEERING AND TECHNOLOGY,Shri Vishwakarma Skill University,UNDER GRADUATE,MECHANICAL AND SMART MANUFACTURING,60,3
184,1-9327097160,SHRI VISHWAKARMA SKILL UNIVERSITY,Haryana,PALWAL,State Government University,ENGINEERING AND TECHNOLOGY,Shri Vishwakarma Skill University,POST GRADUATE,ROBOTICS AND AUTOMATION,18,1
185,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,ENGINEERING AND TECHNOLOGY,None,UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,120,6
186,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,ENGINEERING AND TECHNOLOGY,None,UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
187,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,ENGINEERING AND TECHNOLOGY,None,POST GRADUATE,MECHANICAL ENGINEERING,18,1
188,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,MANAGEMENT,None,POST GRADUATE,MBA,120,6
189,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,ENGINEERING AND TECHNOLOGY,None,POST GRADUATE,COMPUTER SCIENCE ENGINEERING,18,1
190,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,ENGINEERING AND TECHNOLOGY,None,POST GRADUATE,ELECTRONICS COMMUNICATION ENGG,18,1
191,1-9320461098,SHRI MATA VAISHNO DEVI UNIVERSITY,Jammu and Kashmir,REASI,Govt aided,ENGINEERING AND TECHNOLOGY,None,UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
192,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,PHARMACY,"Birla Institute of Technology, Ranchi",UNDER GRADUATE,PHARMACY,60,3
193,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,PHARMACY,"Birla Institute of Technology, Ranchi",POST GRADUATE,PHARMACEUTICS,18,1
194,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,PHARMACY,"Birla Institute of Technology, Ranchi",POST GRADUATE,PHARMACEUTICAL CHEMISTRY,18,1
195,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,PHARMACY,"Birla Institute of Technology, Ranchi",POST GRADUATE,PHARMACOLOGY,18,1
196,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,PHARMACY,"Birla Institute of Technology, Ranchi",POST GRADUATE,PHARMACOGNOSY,18,1
197,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,PLANNING,"Birla Institute of Technology, Ranchi",UNDER GRADUATE,ARCHITECTURE,40,2
198,1-9321667821,BIRLA INSTITUTE OF TECHNOLOGY,Jharkhand,RANCHI,Private-Self Financing,HOTEL MANAGEMENT AND CATERING,"Birla Institute of Technology, Ranchi",UNDER GRADUATE,HOTEL MANAGEMENT AND CATERING TECHNOLOGY,60,3
